Gender,HeightCm,WeightKg
Male,157,58
Male,166,71
Female,160,79
Male,168,94
Male,179,52
Female,152,89
Female,166,84
Female,150,62
Male,162,77
Female,145,96
Female,166,53
Female,147,66
Male,157,87
Female,151,50
Female,155,83
Female,177,94
Male,162,62
Male,150,70
Male,169,66
Male,149,66
Female,141,79
Female,157,84
Female,157,58
Female,142,98
Male,168,56
Female,167,98
Female,148,63
Male,142,97
Male,170,83
Female,155,51
Female,175,75
Female,164,69
Male,175,61
Female,179,50
Male,143,76
Male,140,62
Female,155,64
Male,179,98
Male,148,69
Female,162,60
Female,151,76
Male,143,77
Female,177,58
Male,156,95
Male,176,93
Male,177,81
Female,146,74
Female,172,63
Female,177,85
Female,144,61
Male,178,54
Male,141,82
Female,147,82
Male,158,66
Male,169,61
Male,158,98
Female,159,78
Male,154,88
Male,151,58
Male,160,53
Female,147,64
Female,178,63
Female,156,57
Female,149,74
Female,141,89
Female,149,85
Female,162,71
Male,173,81
Male,152,51
Male,155,88
Male,171,87
Male,154,84
Male,175,58
Male,177,54
Male,152,80
Male,179,89
Male,146,99
Female,155,54
Female,146,72
Female,152,60
Male,140,83
Female,158,83
Female,166,71
Male,141,74
Female,167,90
Female,179,80
Female,155,90
Female,177,87
Male,178,55
Female,142,64
Male,142,77
Male,152,92
Female,179,78
Male,158,75
Female,177,54
Male,173,99
Female,165,65
Female,176,69
Male,166,73
Female,149,67
Female,174,92
Female,163,71
Female,150,55
Female,178,57
Female,159,61
Male,164,86
Female,146,84
Female,149,78
Female,143,56
Female,164,74
Female,168,74
Female,178,79
Male,142,59
Male,167,72
Female,173,97
Male,141,51
Female,145,77
Male,176,60
Male,159,88
Female,153,96
Male,179,92
Male,153,69
Female,143,76
Female,146,88
Male,168,87
Male,164,81
Male,154,84
Female,169,79
Male,160,96
Male,141,61
Female,162,86
Female,155,70
Male,142,73
Female,166,71
Male,170,95
Male,171,66
Male,147,76
Female,170,93
Male,170,53
Female,156,83
Male,154,75
Female,160,63
Female,140,77
Male,143,81
Female,143,72
Male,177,90
Female,177,51
Male,157,91
Female,172,89
Male,146,83
Male,142,63
Female,171,79
Male,179,63
Male,153,96
Female,168,95
Male,158,70
Female,153,57
Male,166,74
Female,167,93
Female,170,87
Female,158,93
Female,143,72
Male,174,61
Female,155,75
Male,149,72
Female,143,79
Female,168,91
Female,144,51
Female,141,90
Female,166,91
Male,175,88
Female,158,73
Female,165,69
Female,163,58
Male,165,53
Male,175,77
Female,165,52
Male,172,65
Female,170,84
Female,162,85
Female,179,98
Female,172,58
Female,168,93
Male,141,80
Female,160,99
Male,160,98
Female,142,84
Female,165,68
Male,144,72
Male,174,84
Male,143,77
Female,161,94
Female,145,69
Female,166,69
Female,171,89
Male,165,79
Female,146,66
Male,166,62
Female,161,77
Male,168,94
Female,168,99
Male,174,53
Female,141,66
Male,178,51
Female,160,56
Male,147,64
Male,176,92
Male,157,92
Female,140,82
Female,167,93
Male,151,74
Female,172,63
Male,179,94
Male,149,92
Female,170,55
Female,165,84
Male,147,70
Female,171,76
Female,147,83
Female,171,87
Male,179,58
Female,158,60
Female,145,68
Female,165,92
Male,169,51
Male,140,67
Female,148,99
Female,154,56
Male,154,93
Male,173,90
Male,156,56
Female,148,64
Male,146,62
Female,160,57
Female,166,63
Female,158,62
Male,157,51
Male,147,54
Male,150,65
Male,152,76
Female,151,92
Female,173,54
Female,160,85
Male,152,97
Male,145,64
Male,161,71
Male,175,88
Female,166,88
Male,171,67
Female,179,85
Male,167,90
Female,163,94
Male,154,80
Male,151,95
Male,179,99
Male,142,78
Female,170,54
Female,164,99
Female,151,73
Male,165,89
Male,175,60
Female,174,52
Female,161,50
Male,160,76
Female,168,69
Female,167,88
Male,174,58
Female,150,51
Male,169,77
Female,142,70
Male,148,86
Female,170,99
Female,148,99
Male,169,72
Male,168,80
Female,165,64
Female,156,52
Female,170,80
Female,140,78
Male,152,84
Male,155,85
Male,173,93
Male,159,50
Male,165,51
Female,165,60
Female,151,51
Male,171,98
Female,146,66
Male,179,75
Male,149,57
Male,172,69
Male,146,88
Male,164,64
Male,155,61
Female,155,83
Male,159,97
Male,154,51
Female,171,66
Male,175,65
Male,145,81
Male,169,90
Male,141,78
Male,176,65
Female,146,95
Female,167,84
Female,163,95
Male,162,57
Male,159,64
Male,160,63
Male,162,98
Female,158,77
Male,157,61
Female,152,71
Male,175,91
Male,161,59
Female,164,94
Female,172,63
Male,160,62
Female,140,67
Female,141,70
Male,168,96
Male,179,69
Male,153,93
Male,177,65
Male,149,64
Male,150,98
Male,174,89
Female,141,84
Female,140,81
Female,158,91
Male,169,76
Female,142,56
Female,175,92
Male,153,58
Male,157,95
Female,148,66
Female,161,50
Male,145,63
Male,149,85
Male,142,80
Female,158,66
Female,160,67
Female,153,85
Male,152,99
Female,164,52
Female,146,96
Female,176,85
Female,151,82
Female,152,78
Male,174,51
Female,149,95
Female,157,57
Female,179,69
Male,177,81
Female,168,80
Female,143,93
Male,159,62
Male,149,95
Female,140,74
Female,141,93
Male,167,74
Male,149,54
Male,148,67
Female,165,50
Female,166,96
Male,146,54
Female,156,82
Female,151,99
Female,157,93
Male,149,94
Female,168,52
Female,142,63
Female,141,81
Male,178,73
Female,153,82
Female,168,56
Female,171,92
Male,143,75
Male,167,68
Female,168,66
Male,141,69
Male,166,63
Female,167,90
Male,143,57
Female,164,72
Male,158,62
Male,170,84
Male,155,93
Female,156,84
Male,175,72
Male,176,77
Male,151,81
Male,170,59
Male,140,94
Male,170,73
Female,163,78
Female,154,60
Male,179,66
Male,166,67
Female,145,66
Male,165,62
Female,173,87
Male,161,69
Female,148,96
Male,142,81
Male,153,67
Male,156,99
Male,158,62
Female,153,50
Male,170,50
Male,164,89
Female,159,72
Female,173,57
Male,155,73
Male,166,94
Male,161,75
Male,158,95
Male,166,58
Male,159,61
Female,167,60
Male,143,55
Female,148,56
Male,160,69
Male,161,88
Male,165,92
Female,150,51
Male,152,70
Male,176,84
Male,150,67
Male,161,84
Male,161,85
Male,166,68
Male,173,90
Female,163,69
Male,178,95
Female,145,82
Female,143,57
Female,158,67
Male,179,56
Female,160,79
Female,148,67
Female,164,55
Female,147,75
Male,143,90
Male,156,98
Female,177,72
Female,164,67
Female,163,98
Male,151,73
Male,176,86
Male,166,82
Female,176,59
Male,154,61
Female,162,54
Male,175,51
Female,152,89
Female,155,80
Male,179,75
Male,165,72
Female,177,79
Male,140,61
Male,171,55
Male,150,86
Male,153,94
Male,147,75
Male,175,96
Male,141,77
Female,174,55
Female,155,53
Female,157,56
Male,154,98
Female,172,93
Male,175,72
Male,174,86
Female,143,62
Male,142,52
Female,147,86
Male,166,74
Male,173,53
Female,150,89
Female,170,79
Female,156,65
Male,150,50
Female,153,70
Female,141,74
Female,145,54
Male,171,61
Male,165,96
Female,174,91
Male,143,98
Male,171,90
Female,155,64
Male,166,93
Female,144,94
Female,172,69
Female,175,80
Male,176,50
Male,165,56
Female,152,95
Male,160,59
Male,166,76
Female,169,96
Female,155,95
Male,164,60
Male,147,88
Female,151,60
Male,178,57
Female,155,68
Female,153,88
Male,145,73
Female,142,84
Male,159,98
Female,142,78
Female,173,68
Male,176,75
Male,175,82
Male,175,95
Male,150,99
Male,154,63
Male,157,73
Male,149,56
Female,157,77
Male,141,78
Male,140,71
Female,179,96
Male,149,94
Male,171,91
Male,178,62
Female,156,97
Male,147,87
Female,176,80
Female,150,59
Female,154,58
Female,162,94
Female,179,77
Male,167,99
Male,165,74
Male,152,78
Female,161,57
Male,175,74
Male,163,81
Male,141,72
Female,166,86
Female,145,89
Female,154,76
Male,142,80
Male,145,70
Male,153,66
Male,179,97
Male,141,75
Female,147,65
Male,156,53
Male,168,89
Female,141,69
Female,171,76
Male,171,81
Male,174,62
Female,155,69
Female,170,70
Male,148,97
Female,145,51
Female,158,53
Male,175,77
Female,171,65
Male,151,57
Female,158,57
Male,166,58
Male,152,79
Male,176,59
Female,152,58
Female,172,96
Female,169,50
Female,144,76
Female,151,79
Female,165,61
Female,167,50
Female,154,65
Female,169,90
Female,151,55
Male,172,65
Female,174,91
Male,150,57
Male,179,61
Male,178,93
Male,173,93
Female,170,65
Female,178,58
Female,168,56
Male,146,59
Male,159,97
Male,177,81
Male,144,88
Male,141,65
Female,162,87
Male,158,51
Female,164,92
Female,144,98
Female,156,88
Male,176,73
Female,143,96
Female,178,50
Female,157,51
Male,142,75
Female,174,55
Male,150,97
Female,166,95
Male,171,83
Female,156,71
Female,165,83
Male,147,79
Female,155,73
Male,169,98
Female,152,60
Female,145,61
Male,145,70
Female,149,67
Male,152,73
Female,158,99
Female,176,75
Male,153,94
Female,161,68
Male,165,96
Male,171,75
Male,165,64
Male,146,52
Female,152,74
Female,176,51
Male,172,79
Female,154,63
Male,154,98
Male,158,98
Female,167,81
Male,178,95
Female,171,83
Male,179,88
Male,175,57
Male,160,57
Male,155,56
Male,156,74
Male,143,73
Male,171,72
Male,142,78
Male,169,80
Female,174,97
Female,176,99
Female,162,51
Female,158,55
Male,173,73
Female,158,63
Male,164,83
Male,168,99
Male,158,57
Male,150,60
Female,153,62
Male,170,90
Male,147,60
Female,168,55
Male,141,82
Female,143,61
Male,170,52
Male,169,65
Male,169,51
Male,141,88
Female,140,83
Female,166,58
Male,179,79
Male,155,90
Female,172,62
Female,166,80
Female,150,76
Male,140,68
Female,175,63
Female,161,64
Male,177,56
Female,166,80
Female,164,82
Female,155,72
Female,141,97
Female,148,65
Female,168,69
Male,157,60
Male,179,77
Female,175,53
Female,165,87
Female,162,88
Female,157,92
Female,172,96
Female,165,83
Female,162,95
Female,169,66
Male,154,55
Female,164,53
Male,164,55
Female,143,73
Male,177,71
Male,161,93
Male,155,94
Female,169,88
Female,140,79
Male,146,77
Male,179,85
Female,140,66
Male,153,80
Female,144,76
Female,166,64
Female,151,76
Male,146,98
Female,177,74
Male,169,50
Male,158,65
Male,170,60
Female,143,77
Male,168,95
Male,166,73
Female,152,56
Female,169,98
Male,178,52
Female,161,57
Male,155,66
Female,152,82
Female,164,84
Female,149,92
Male,158,65
Female,157,82
Male,141,62
Female,143,59
Male,141,57
Male,168,50
Male,142,73
Male,153,53
Female,167,69
Female,179,62
Female,142,99
Male,152,63
Male,173,53
Male,161,90
Male,165,59
Female,172,93
Female,143,78
Male,157,62
Male,152,69
Male,149,63
Male,147,99
Female,166,72
Male,166,67
Female,164,87
Male,140,68
Female,148,75
Male,177,78
Female,156,63
Male,178,66
Female,148,72
Female,157,56
Male,175,72
Male,167,59
Female,162,66
Female,178,77
Male,159,68
Male,176,54
Female,141,79
Female,158,99
Female,151,63
Male,170,60
Male,143,57
Male,161,56
Male,151,83
Male,163,78
Male,157,56
Male,161,76
Female,169,96
Female,141,93
Female,167,64
Male,142,65
Female,169,59
Female,165,61
Female,140,67
Female,142,58
Female,143,90
Female,172,69
Male,175,77
Male,172,92
Male,168,80
Male,156,81
Male,174,90
Male,144,89
Male,169,96
Male,141,96
Male,170,58
Male,142,95
Male,161,88
Female,154,96
Male,171,53
Male,163,94
Male,158,74
Female,162,59
Male,143,76
Male,164,57
Male,150,96
Female,144,77
Female,171,81
Male,170,69
Female,179,94
Male,167,85
Female,145,56
Male,157,99
Male,163,75
Female,158,50
Female,168,50
Male,157,88
Male,151,80
Male,172,89
Female,177,87
Male,168,82
Male,168,78
Male,169,70
Male,161,86
Male,170,64
Female,147,96
Female,171,73
Female,165,86
Female,160,50
Male,160,53
Male,159,51
Female,147,61
Female,154,62
Female,146,72
Female,178,55
Male,179,69
Female,161,58
Female,147,77
Female,161,95
Male,177,90
Male,171,60
Male,174,61
Male,163,86
Male,147,80
Female,172,58
Female,146,57
Female,168,79
Female,159,52
Female,158,82
Female,148,65
Female,166,60
Female,154,96
Male,143,78
Female,144,59
Male,173,82
Female,159,89
Male,163,87
Male,172,54
Female,159,61
Male,179,65
Female,173,70
Male,148,57
Female,144,67
Male,159,68
Female,149,99
Female,166,87
Female,150,67
Male,165,98
Female,171,83
Male,168,74
Female,149,76
Male,150,54
Male,165,66
Male,142,74
Female,151,50
Female,157,96
Male,179,63
Male,153,54
Female,146,99
Female,153,63
Female,164,54
Female,162,81
Female,142,83
Male,147,73
Male,158,50
Male,171,76
Male,161,96
Male,170,99
Female,170,84
Female,150,62
Female,168,79
Female,177,59
Female,159,56
Male,161,59
Male,147,78
Male,165,93
Female,179,85
Female,161,79
Female,165,60
Male,176,80
Female,155,74
Male,152,66
Female,161,89
Male,145,63
Male,170,62
Male,167,64
Female,144,68
Female,149,66
Male,144,68
Male,170,65
Male,174,75
Female,157,52
Female,145,92
Female,157,82
Female,158,54
Female,156,89
Female,179,71
Female,167,97
Female,148,64
Female,156,97
Male,150,63
Female,169,77
Female,144,86
Female,167,66
Male,146,95
Male,160,80
Female,146,61
Male,162,99
Female,157,68
Female,165,81
Male,142,81
Male,167,52
Female,158,90
Female,157,68
Male,148,80
Female,147,71
Female,144,82
Male,148,75
Female,163,82
Female,159,53
Male,143,76
Female,145,85
Male,164,78
Female,161,50
Female,175,73
Female,178,94
Female,155,86
Female,144,52
Female,159,54
Female,154,76
Male,151,65
Male,172,76
Male,169,72
Female,168,74
Male,169,63
Female,143,86
Female,157,98
Male,169,77
Male,168,94
Male,170,82
Male,152,89
Female,145,54
Female,145,72
Male,151,79
Male,156,97
Male,153,78
Male,165,74
Female,151,54
Female,169,81
Male,146,88
Male,177,70
Female,143,67
Male,157,92
Female,155,54
Female,168,85
Male,165,94
Female,175,54
Male,157,66
Female,164,90
Female,157,82
Female,143,96
Female,141,69
Female,148,61
Female,150,82
Female,148,72
Male,172,78
Female,157,54
Female,177,78
Female,151,54
Female,155,85
Female,142,55
Female,155,75
Male,160,54
Male,178,67
Male,142,52
Female,155,91
Female,151,53
Female,171,52
Female,170,99
Female,158,50
Female,155,52
Male,154,58
Female,147,51
Female,169,79
Male,140,70
Female,165,79
Male,169,59
Female,168,60
Male,154,95
Female,173,53
Male,172,80
Female,146,73
Female,178,55
Female,147,74
Female,178,56
Male,176,80
Female,172,88
Male,175,88
Female,158,69
Male,178,73
Male,175,76
Female,144,94
Male,177,56
Female,140,58
Female,158,50
Male,165,57
Female,167,83
Male,159,85
Male,175,69
Female,148,84
Male,163,56
Male,147,83
Male,160,98
Female,143,75
Male,162,66
Male,166,66
Female,141,50
Male,146,53
Male,147,79
Male,148,53
Male,145,89
Male,171,55
Male,173,78
Male,152,85
Female,150,93
Female,163,67
Male,162,72
Female,151,68
Male,156,98
Male,144,55
Male,165,99
Male,164,92
Male,147,84
Female,179,80
Male,172,50
Male,160,57
Female,141,94
Male,178,50
Female,168,62
Female,160,77
Female,150,64
Female,143,91
Female,171,55
Female,163,78
Male,171,60
Female,155,73
Male,149,66
Male,150,83
Male,140,92
Female,164,83
Female,152,98
Female,175,65
Male,177,60
Female,170,71
Male,162,88
Male,174,88
Male,157,93
Male,168,87
Female,165,50
Male,154,51
Male,173,86
Female,157,75
Female,175,97
Female,166,62
Female,160,78
Female,151,54
Female,171,78
Female,162,74
Female,145,85
Male,164,56
Female,149,62
Male,148,87
Female,161,56
Male,163,70
Male,160,56
Female,140,97
Male,169,96
Female,170,81
Female,163,73
Female,167,90
Male,145,84
Male,172,83
Female,163,88
Male,167,96
Male,167,55
Male,150,77
Female,158,88
Female,168,91
Male,148,71
Male,175,75
Male,173,75
Male,159,69
Male,141,50
Male,166,55
Female,176,67
Female,167,88
Male,155,63
Female,154,54
Male,156,80
Male,172,56
Male,152,84
Male,153,98
Female,162,90
Male,172,71
Female,158,93
Female,165,87
Female,144,95
Female,156,69
Female,157,73
Female,144,81
Female,151,88
Female,154,64
Female,166,74
Male,179,53
Male,156,81
Female,146,50
Female,169,56
Female,157,58
Female,149,93
Female,142,80
Female,141,54
Female,179,79
Male,145,82
Female,154,78
Male,164,95
Female,140,63
Female,148,86
Female,164,93
Male,162,50
Female,150,53
Female,170,91
Male,159,51
Male,158,73
Male,155,57
Male,146,58
Male,171,94
Female,156,99
Male,140,51
Female,146,58
Female,168,72
Female,178,95
Male,176,73
Female,171,95
Male,177,68
Male,171,64
Male,154,69
Male,162,90
Female,165,80
Female,140,97
Female,156,59
Female,152,56
Female,146,89
Female,158,53
Male,142,77
Male,158,94
Male,147,52
Female,151,73
Male,176,94
Female,169,84
Male,174,90
Female,145,52
Female,171,54
Female,157,79
Male,143,58
Female,141,98
Female,176,51
Female,178,92
Male,165,75
Male,172,56
Male,179,54
Male,140,63
Male,178,65
Male,140,71
Male,158,86
Male,145,89
Female,162,68
Male,176,61
Female,175,93
Female,177,80
Male,179,92
Male,161,61
Male,144,66
Male,169,74
Female,159,69
Male,147,83
Female,148,57
Female,145,82
Male,177,93
Male,164,66
Male,178,83
Female,153,56
Female,141,75
Female,149,66
Female,178,57
Female,158,53
Female,160,82
Female,142,67
Female,155,67
Female,165,83
Male,143,53
Male,177,98
Female,176,65
